Source?,Date (MSM time) (MM/DD/YYYY),Time since reset (HH:MM:SS),"Day? (Local, 6am-8pm)","Night? (Local, 6am-8pm)",Torches Lit,Island,Titan skin?,Parent 1 Species,Parent 1 Level,Parent 2 Species,Parent 2 Level,Result Monster
rally.,8/25/2025,20:48:00,True,False,0.0,Air,False,T-Rox,15,Scups,15,Scups
rally.,8/25/2025,20:48:00,True,False,0.0,Water,False,Scups,15,Pummel,15,Pummel
rally.,8/25/2025,20:48:00,True,False,0.0,Water,False,Scups,15,Pummel,15,Pummel
rally.,8/25/2025,20:49:00,True,False,0.0,Earth,False,Thumpies,15,PomPom,15,Thumpies
rally.,8/25/2025,20:49:00,True,False,0.0,Earth,False,Thumpies,15,PomPom,15,PomPom
rally.,8/25/2025,20:50:00,True,False,0.0,Haven,False,Reedling,15,Barrb,15,Reedling
rally.,8/25/2025,20:50:00,True,False,0.0,Haven,False,Reedling,15,Barrb,15,Reedling
rally.,8/25/2025,20:50:00,True,False,0.0,Oasis,False,Congle,15,Woolabee,15,Cherubble
rally.,8/25/2025,20:51:00,True,False,0.0,Oasis,False,Congle,15,Woolabee,15,Congle
rally.,8/25/2025,20:52:00,True,False,0.0,M Plant,False,T-Rox,15,Pummel,15,T-Rox
rally.,8/25/2025,20:52:00,True,False,0.0,M Cold,False,Bowgart,15,Spunge,15,Bowgart
rally.,8/25/2025,20:53:00,True,False,0.0,M Air,False,T-Rox,15,Scups,15,T-Rox
rally.,8/25/2025,20:54:00,True,False,0.0,M Water,False,Scups,15,Pummel,15,Scups
rally.,8/25/2025,20:54:00,True,False,0.0,M Earth,False,Thumpies,15,PomPom,15,PomPom
rally.,8/27/2025,0:41:00,True,False,0.0,Plant,False,T-Rox,15,Pummel,15,T-Rox
rally.,8/27/2025,0:41:00,True,False,0.0,Plant,False,T-Rox,15,Pummel,15,T-Rox
rally.,8/27/2025,0:42:00,True,False,0.0,Cold,False,Bowgart,15,Spunge,15,Bowgart
rally.,8/27/2025,0:42:00,True,False,0.0,Cold,False,Bowgart,15,Spunge,15,Spunge
rally.,8/27/2025,0:44:00,True,False,0.0,Air,False,T-Rox,15,Scups,15,Rare T-Rox
rally.,8/27/2025,0:44:00,True,False,0.0,Air,False,T-Rox,15,Scups,15,Rare Toe Jammer
rally.,8/27/2025,0:46:00,True,False,0.0,Water,False,Scups,15,Pummel,15,Anglow
rally.,8/27/2025,0:46:00,True,False,0.0,Water,False,Scups,15,Pummel,15,Rare Pummel
rally.,8/27/2025,0:50:00,True,False,0.0,Earth,False,Thumpies,15,PomPom,15,PomPom
rally.,8/27/2025,0:50:00,True,False,0.0,Earth,False,Thumpies,15,PomPom,15,PomPom
rally.,8/27/2025,0:50:00,True,False,0.0,Haven,False,Reedling,15,Barrb,15,Reedling
rally.,8/27/2025,0:50:00,True,False,0.0,Haven,False,Reedling,15,Barrb,15,Reedling
rally.,8/27/2025,0:51:00,True,False,0.0,Oasis,False,Congle,15,Woolabee,15,Congle
rally.,8/27/2025,0:51:00,True,False,0.0,Oasis,False,Congle,15,Woolabee,15,Cherubble
rally.,8/27/2025,0:52:00,True,False,0.0,M Plant,False,T-Rox,15,Pummel,15,Pummel
rally.,8/27/2025,0:52:00,True,False,0.0,M Cold,False,Bowgart,15,Spunge,15,Spunge
rally.,8/27/2025,0:53:00,True,False,0.0,M Air,False,T-Rox,15,Scups,15,Rare Noggin
rally.,8/27/2025,0:55:00,True,False,0.0,M Water,False,Scups,15,Pummel,15,Scups
rally.,8/27/2025,0:55:00,True,False,0.0,M Earth,False,Thumpies,15,PomPom,15,Thumpies
rally.,8/27/2025,22:58:00,True,False,0.0,Plant,False,T-Rox,15,Pummel,15,T-Rox
rally.,8/27/2025,22:58:00,True,False,0.0,Plant,False,T-Rox,15,Pummel,15,G'joob
rally.,8/27/2025,22:59:00,True,False,0.0,Cold,False,Bowgart,15,Spunge,15,Spunge
rally.,8/27/2025,22:59:00,True,False,0.0,Cold,False,Bowgart,15,Spunge,15,Rare Bowgart
rally.,8/27/2025,22:59:00,True,False,0.0,Air,False,T-Rox,15,Scups,15,T-Rox
rally.,8/27/2025,23:00:00,True,False,0.0,Water,False,Scups,15,Pummel,15,Rare Toe Jammer
rally.,8/27/2025,23:00:00,True,False,0.0,Earth,False,Thumpies,15,PomPom,15,Thumpies
rally.,8/27/2025,23:00:00,True,False,0.0,Earth,False,Thumpies,15,PomPom,15,Thumpies
rally.,8/27/2025,23:01:00,True,False,0.0,Haven,False,Reedling,15,Barrb,15,Barrb
rally.,8/27/2025,23:01:00,True,False,0.0,Haven,False,Reedling,15,Barrb,15,Barrb
rally.,8/27/2025,23:02:00,True,False,0.0,Oasis,False,Congle,15,Woolabee,15,Congle
rally.,8/27/2025,23:02:00,True,False,0.0,Oasis,False,Congle,15,Woolabee,15,Congle
rally.,8/27/2025,23:03:00,True,False,0.0,M Plant,False,T-Rox,15,Pummel,15,Rare Toe Jammer
rally.,8/27/2025,23:03:00,True,False,0.0,M Cold,False,Bowgart,15,Spunge,15,Spunge
rally.,8/27/2025,23:03:00,True,False,0.0,M Air,False,T-Rox,15,Scups,15,Scups
rally.,8/27/2025,23:04:00,True,False,0.0,M Water,False,Scups,15,Pummel,15,Scups
rally.,8/27/2025,23:04:00,True,False,0.0,M Earth,False,Thumpies,15,PomPom,15,PomPom
rally.,9/17/2025,,False,False,1.0,Sanctum,False,Larvaluss,20,Fluoress,20,Enchantling
rally.,9/17/2025,,False,False,1.0,Sanctum,False,Larvaluss,20,Fluoress,20,Fluoress
rally.,9/17/2025,,False,False,0.0,Oasis,False,Whaddle,16,Woolabee,15,Whaddle
rally.,9/17/2025,,False,False,0.0,Oasis,False,Whaddle,16,Woolabee,15,Whaddle
rally.,9/17/2025,,False,False,0.0,Haven,False,Tring,15,Reedling,15,Reedling
rally.,9/17/2025,,False,False,0.0,Haven,False,Tring,15,Reedling,15,Reedling
rally.,9/17/2025,,False,False,0.0,Earth,False,Noggin,15,Mammott,15,Drumpler
rally.,9/17/2025,,False,False,0.0,Water,False,Shellbeat,16,Rare Shellbeat,16,Shellbeat
rally.,9/17/2025,,False,False,0.0,Water,False,Shellbeat,16,Rare Shellbeat,16,Shellbeat
rally.,9/17/2025,,False,False,0.0,Air,False,Noggin,15,Mammott,15,Drumpler
rally.,9/17/2025,,False,False,0.0,Cold,False,Deedge,16,Rare Deedge,16,Rare Deedge
rally.,9/17/2025,,False,False,0.0,Cold,False,Deedge,16,Rare Deedge,16,Rare Deedge
rally.,9/17/2025,,False,False,0.0,M Earth,False,Quarrister,15,Clamble,15,Clamble
rally.,9/17/2025,,False,False,0.0,Earth,False,Noggin,15,Mammott,15,Drumpler
rally.,9/17/2025,,False,False,0.0,Shugabush,False,Shugabush,15,Oaktopus,15,Rare Oaktopus
rally.,9/17/2025,,False,False,0.0,Shugabush,False,Shugabush,15,Oaktopus,15,Shugajo
rally.,9/17/2025,,False,False,0.0,Shugabush,False,Shugabush,15,Oaktopus,15,Oaktopus
rally.,9/17/2025,,False,False,0.0,Shugabush,False,Shugabush,15,Oaktopus,15,Shugabush
rally.,9/17/2025,,False,False,0.0,Oasis,False,Whaddle,16,Woolabee,15,Whaddle
rally.,9/17/2025,,False,False,0.0,Oasis,False,Whaddle,16,Woolabee,15,Woolabee
rally.,9/17/2025,,False,False,0.0,Haven,False,Tring,15,Reedling,15,Reedling
rally.,9/17/2025,,False,False,0.0,Haven,False,Tring,15,Reedling,15,Reedling
rally.,9/18/2025,,False,False,0.0,Cold,False,Deedge,16,Rare Deedge,16,Deedge
rally.,9/18/2025,,False,False,0.0,Water,False,Shellbeat,16,Rare Shellbeat,16,Shellbeat
rally.,9/18/2025,,False,False,0.0,Water,False,Shellbeat,16,Rare Shellbeat,16,Shellbeat
rally.,9/18/2025,,False,False,0.0,Haven,False,Tring,15,Reedling,15,Reedling
rally.,9/18/2025,,False,False,0.0,Haven,False,Tring,15,Reedling,15,Reedling
rally.,9/18/2025,,False,False,0.0,Sanctum,False,Larvaluss,20,Fluoress,20,Larvaluss
rally.,9/18/2025,,False,False,0.0,Shugabush,False,Shugabush,15,Oaktopus,15,Shugajo
rally.,9/18/2025,,False,False,0.0,Sanctum,False,Larvaluss,20,Fluoress,20,Larvaluss
rally.,9/19/2025,,False,False,0.0,M Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,True,0.0,M Bone,False,Plinkajou,15,Withur,15,Withur
rally.,9/19/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Water,False,Shellbeat,16,Rare Shellbeat,16,Shellbeat
rally.,9/19/2025,,False,False,0.0,Water,False,Shellbeat,16,Rare Shellbeat,16,Rare Shellbeat
rally.,9/19/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Shugabush,False,Shugabush,15,Oaktopus,15,Shugajo
rally.,9/19/2025,,False,False,0.0,Haven,False,Tring,15,Reedling,15,Reedling
rally.,9/19/2025,,False,False,0.0,Haven,False,Tring,15,Reedling,15,Reedling
rally.,9/19/2025,,False,False,0.0,Oasis,False,Whaddle,16,Woolabee,15,Woolabee
rally.,9/19/2025,,False,False,0.0,Oasis,False,Whaddle,16,Woolabee,15,Woolabee
rally.,9/19/2025,,False,False,0.0,Faerie,False,Pladdie,15,Rare Kayna,15,Kayna
rally.,9/19/2025,,False,False,0.0,Faerie,False,Pladdie,15,Rare Kayna,15,Kayna
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Stogg
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Stogg
rally.,9/19/2025,,False,False,0.0,M Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Epic Mammott
rally.,9/19/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,M Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,M Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,M Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,M Earth,False,Quarrister,15,Drumpler,15,Epic Mammott
rally.,9/19/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Epic Noggin
rally.,9/19/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,M Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,M Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Faerie,False,Pladdie,15,Rare Kayna,15,Kayna
rally.,9/19/2025,,False,False,0.0,Faerie,False,Pladdie,15,Rare Kayna,15,Kayna
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Stogg
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Stogg
rally.,9/19/2025,,False,False,0.0,Sanctum,False,Larvaluss,20,Fluoress,20,Fluoress
rally.,9/19/2025,,False,False,0.0,Shugabush,False,Shugabush,15,Oaktopus,15,Rare Oaktopus
rally.,9/19/2025,,False,False,0.0,Oasis,False,Whaddle,16,Woolabee,15,Woolabee
rally.,9/19/2025,,False,False,0.0,Oasis,False,Whaddle,16,Woolabee,15,Rare Tweedle
rally.,9/19/2025,,False,False,0.0,Haven,False,Tring,15,Reedling,15,Reedling
rally.,9/19/2025,,False,False,0.0,Haven,False,Tring,15,Reedling,15,Rare Reedling
rally.,9/19/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,M Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,M Water,False,Shellbeat,16,Rare Shellbeat,16,Shellbeat
rally.,9/19/2025,,False,False,0.0,M Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Faerie,False,Pladdie,15,Rare Kayna,15,Kayna
rally.,9/19/2025,,False,False,0.0,Faerie,False,Pladdie,15,Rare Kayna,15,Kayna
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Stogg
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/19/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Stogg
rally.,9/19/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Epic Noggin
rally.,9/19/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,M Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,M Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,M Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,M Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,M Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,M Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/19/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Rare Drumpler
rally.,9/20/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,M Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,M Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Faerie,False,Pladdie,15,Rare Kayna,15,Kayna
rally.,9/20/2025,,False,False,0.0,Faerie,False,Pladdie,15,Rare Kayna,15,Kayna
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Stogg
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Stogg
rally.,9/20/2025,,False,False,0.0,Faerie,False,Pladdie,15,Rare Kayna,15,Kayna
rally.,9/20/2025,,False,False,0.0,Faerie,False,Pladdie,15,Rare Kayna,15,Kayna
rally.,9/20/2025,,False,True,0.0,M Bone,False,Plinkajou,15,Withur,15,Withur
rally.,9/20/2025,,False,False,0.0,M Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,M Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Epic Noggin
rally.,9/20/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Shugabush,False,Shugabush,15,Oaktopus,15,Rare Oaktopus
rally.,9/20/2025,,False,False,0.0,Haven,False,Stogg,15,Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Haven,False,Stogg,15,Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Haven,False,Stogg,15,Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Haven,False,Stogg,15,Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Haven,False,Stogg,15,Noggin,15,Stogg
rally.,9/20/2025,,False,False,0.0,Haven,False,Stogg,15,Noggin,15,Stogg
rally.,9/20/2025,,False,False,0.0,Sanctum,False,Larvaluss,20,Fluoress,20,Larvaluss
rally.,9/20/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,M Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,M Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Sanctum,False,Larvaluss,20,Fluoress,20,Larvaluss
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Stogg
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Bone,False,Stogg,15,Rare Noggin,15,Stogg
rally.,9/20/2025,,False,False,0.0,Faerie,False,Pladdie,15,Rare Kayna,15,Kayna
rally.,9/20/2025,,False,False,0.0,Faerie,False,Pladdie,15,Rare Kayna,15,Kayna
rally.,9/20/2025,,False,False,0.0,Oasis,False,Whaddle,16,Woolabee,15,Woolabee
rally.,9/20/2025,,False,False,0.0,Oasis,False,Whaddle,16,Woolabee,15,Woolabee
rally.,9/20/2025,,False,False,0.0,Haven,False,Stogg,15,Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Haven,False,Stogg,15,Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Haven,False,Stogg,15,Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Haven,False,Stogg,15,Noggin,15,Stogg
rally.,9/20/2025,,False,False,0.0,Haven,False,Stogg,15,Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Haven,False,Stogg,15,Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Haven,False,Stogg,15,Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Haven,False,Stogg,15,Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Haven,False,Stogg,15,Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Haven,False,Stogg,15,Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Haven,False,Stogg,15,Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Haven,False,Stogg,15,Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Haven,False,Stogg,15,Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Haven,False,Stogg,15,Noggin,15,Noggin
rally.,9/20/2025,,False,False,0.0,Haven,False,Stogg,15,Noggin,15,Stogg
rally.,9/20/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,M Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,M Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Shugabush,False,Shugabush,15,Oaktopus,15,Shugabush
rally.,9/20/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,M Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,M Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,M Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,M Earth,False,Quarrister,15,Drumpler,15,Epic Mammott
rally.,9/20/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,M Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Earth,False,Quarrister,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
rally.,9/20/2025,,False,False,0.0,Air,False,Riff,15,Drumpler,15,Drumpler
